"Table No.19 (b)
126,Centogene India Private Limited,DELHI,East Delhi,Other human health activities n.e.c. (including independent ambulance activities),Centogene AG,Germany,0.06,0.01,Received in the Company,
127,Charnham India,Telangana,Hyderabad,Other information,CDK GLOBAL,Netherland,0.03,0.00,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,Private Limited,,,technology and computer service activities n.e.c,NEDERLAND BV,,,,the Company,
128,Charnham India Private Limited,Telangana,Hyderabad,Other information technology and computer service activities n.e.c,CDK GLOBAL HOLDINGS (UK) LIMITED,United Kingdom,0.00,0.00,Received in the Company,
129,Charnham India Private Limited,Telangana,Hyderabad,Other information technology and computer service activities n.e.c,CDK GLOBAL NEDERLAND BV,Netherland,0.03,0.00,Received in the Company,
130,CHATWOOT PRIVATE LIMITED,KERALA,Idukki,"Other information
technology and computer service activities n.e.c",Chatwoot Inc.,U.S.A,0.00,0.00,"Received in
the Company",
131,CIPHER RESEARCH PRIVATE LIMITED,WEST BENGAL,Kolkata,"Other professional, scientific and technical activities n.e.c.","Cipher Group Technologies, Inc",U.S.A,0.07,0.01,Received in the Company,
132,Clamant Tech Services Private Limited,MAHARASHTRA,Mumbai,Computer consultancy and computer facilities management activities,RMDL Pte Ltd,Singapore,0.00,0.00,Received in the Company,
133,CMA CGM LOGISTICS PARK (DADRI) PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,Cargo handling incidental to land transport,Promotion Gestion Container,France,53.16,7.31,Received in the Company,
134,Cmunity Innovations Private Limited,HARYANA,Gurgaon,Other non-specialised wholesale trade n.e.c.,Elevation Capital VI Limited,Mauritius,0.18,0.02,"Received in the
Company",
135,Cmunity Innovations Private Limited,HARYANA,Gurgaon,Other non-specialised wholesale trade n.e.c.,Elevation Capital VI Limited,Mauritius,0.20,0.03,Received in the Company,
136,Cmunity Innovations Private Limited,HARYANA,Gurgaon,Other non-specialised wholesale trade n.e.c.,Elevation Capital VI Limited,Mauritius,0.28,0.04,Received in the Company,
137,"CODA SOFTWARE
SOLUTIONS PRIVATE LIMITED",TAMIL NADU,Chennai,"Providing software
support and maintenance to the clients",CODA GLOBAL LLC,U.S.A,0.02,0.00,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
138,"CODA SOFTWARE SOLUTIONS PRIVATE
LIMITED",TAMIL NADU,Chennai,"Providing software support and maintenance
to the clients",CODA GLOBAL LLC,U.S.A,0.01,0.00,"Received in the
Company",
139,CODA SOFTWARE SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Chennai,Providing software support and maintenance to the clients,CODA GLOBAL LLC,U.S.A,0.01,0.00,Received in the Company,
140,CODA SOFTWARE SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Chennai,Providing software support and maintenance to the clients,CODA GLOBAL LLC,U.S.A,0.01,0.00,Received in the Company,
141,CODA SOFTWARE SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Chennai,Providing software support and maintenance to the clients,CODA GLOBAL LLC,U.S.A,0.01,0.00,Received in the Company,
142,CODA SOFTWARE SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Chennai,Providing software support and maintenance to the clients,CODA GLOBAL LLC,U.S.A,0.02,0.00,Received in the Company,
143,CODA SOFTWARE SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Chennai,Providing software support and maintenance to the clients,Coda Global LLC,U.S.A,0.21,0.03,Received in the Company,
144,CODEZEVEN SOFTWARE PRIVATE LIMITED,MAHARASHTRA,Pune,Providing software support and maintenance to the clients,Rapid Circle B.V.,Netherland,0.79,0.11,Received in the Company,
145,"CODEZEVEN
SOFTWARE PRIVATE LIMITED",MAHARASHTRA,Pune,"Providing software
support and maintenance to the clients",Rapid Circle B. V.,Netherland,0.79,0.11,"Received in
the Company",
146,CODINGAL TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,EDUCATION,"Codingal, Inc.",U.S.A,0.01,0.00,Received in the Company,
147,"COHN & WOLFE SIX DEGREES PR CONSULTANTS
PRIVATE LIMITED98",DELHI,South Delhi,Management consultancy activities,WPP SINGAPORE PTE LIMTIED,Singapore,3.31,0.45,Received in the Company,
148,COHN & WOLFE SIX,DELHI,South Delhi,Management consultancy,WPP SINGAPORE PTE,Singapore,3.31,0.45,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,"DEGREES PR CONSULTANTS
PRIVATE LIMITED98",,,activities,LIMITED,,,,the Company,
149,COMOBILIA PRIVATE LIMITED,PUNJAB,Hoshiarpur,Tanning and finishing of industrial leather,M/s 2384304 Ontario INC,Canada,0.00,0.00,Received in the Company,
150,COUCHBASE INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,COUCHBASE LIMITED,United Kingdom,0.00,0.00,Received in the Company,
151,COWRKS INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Other business support service activities n.e.c,"BSREP III New York FDI
I (DIFC) Limited",UAE,9.23,1.26,Received in the Company,
152,CPS OIL AND GAS EQUIPMENTS PRIVATE LIMITED,MAHARASHTRA,Thane,"Manufacture of other pumps, compressors, taps and valves etc.","SAZ Oilfield Equipment, Inc.",U.S.A,0.68,0.09,Received in the Company,
153,Creatorstack Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Creator Stack Inc.,U.S.A,0.00,0.00,Received in the Company,
154,CRIF High Mark Credit Information Services Private Limited,MAHARASHTRA,Mumbai,Activities of collection agencies and credit bureaus,CRIF S.p.A.,Italy,0.97,0.13,Received in the Company,
155,CRIF High Mark Credit Information Services Private Limited,MAHARASHTRA,Mumbai,Activities of collection agencies and credit bureaus,Crif S.P.A,Italy,0.20,0.03,Received in the Company,
156,CRIF High Mark Credit Information Services Private Limited,MAHARASHTRA,Mumbai,Activities of collection agencies and credit bureaus,Crif S.P.A,Italy,0.20,0.03,Received in the Company,
157,CRIF High Mark Credit Information,MAHARASHTRA,Mumbai,Activities of collection agencies and credit,CRIF S.P.A,Italy,0.58,0.08,Received in the,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,Services Private Limited,,,bureaus,,,,,Company,
158,"CRIF High Mark Credit Information Services Private
Limited",MAHARASHTRA,Mumbai,Activities of collection agencies and credit bureaus,CRIF S.P.A,Italy,0.10,0.01,Received in the Company,
159,"CRIF High Mark Credit Information Services Private
Limited",MAHARASHTRA,Mumbai,Activities of collection agencies and credit bureaus,Crif S.P.A,Italy,0.10,0.01,Received in the Company,
160,"CRIF High Mark Credit Information Services Private
Limited",MAHARASHTRA,Mumbai,Activities of collection agencies and credit bureaus,Crif S.P.A,Italy,0.29,0.04,Received in the Company,
161,"Cube Consumer Services Private
Limited",MAHARASHTRA,Mumbai,"Other professional, scientific and technical
activities n.e.c.",Cube International Limited,Mauritius,0.00,0.00,"Received in the
Company",
162,Cube Consumer Services Private Limited,MAHARASHTRA,Mumbai,"Other professional, scientific and technical activities n.e.c.",Cube International Limited,Mauritius,0.09,0.01,Received in the Company,
163,CV PROJECTS PRIVATE LIMITED,KARNATAKA,Bengaluru,Construction of buildings carried out on own- account basis or on a fee or contract basis,PADMA KUMAR CHUNGATH KARUNAKARAN,UAE,1.28,0.18,Received in the Company,
164,CV PROJECTS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Construction of buildings carried out on own- account basis or on a fee
or contract basis",PADMA KUMAR CHUNGATH KARUNAKARAN,UAE,1.28,0.18,Received in the Company,
165,CYBAGE SOFTWARE PRIVATE LIMITED,MAHARASHTRA,Pune,"Writing, modifying, testing of computer program to meet the needs of a
particular client excluding",GREGORY WIGGINS,U.S.A,1.84,0.25,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,,,,web-page designing,,,,,,
166,CZAR SECURITIES PRIVATE LIMITED,CHANDIGARH,Chandigarh,Other information technology and computer service activities n.e.c,Astra IT Inc,U.S.A,0.02,0.00,Received in the Company,
167,CZAR SECURITIES PRIVATE LIMITED,CHANDIGARH,Chandigarh,"Other information
technology and computer service activities n.e.c",Astra IT Inc,U.S.A,0.02,0.00,"Received in
the Company",
168,"D & G CORPORATE SERVICES & SOLUTIONS PRIVATE
LIMITED",TAMIL NADU,Chennai,Other information technology and computer service activities n.e.c,ORIGIN HEALTH PTE LTD,Singapore,0.01,0.00,Received in the Company,
169,D2i EDUTECH PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Develop.com LLC,U.S.A,0.00,0.00,Received in the Company,
170,DA Toll Road Private Limited,MAHARASHTRA,Mumbai,Construction of utility projects n.e.c.,Cube Highways and Infrastructure III Pte. Ltd.,Singapore,503.02,69.14,Received in the Company,
171,DAILYNINJA DELIVERY SERVICES PRIVATE LIMITED,MAHARASHTRA,Thane,Other information technology and computer service activities n.e.c,"Matrix Partners India Investments III, LLC",Mauritius,0.06,0.01,Received in the Company,
172,"DAILYNINJA DELIVERY SERVICES PRIVATE
LIMITED",MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c","MATRIX PARTNERS INDIA INVESTMENTS
III, LLC",Mauritius,0.06,0.01,"Received in the
Company",
173,DAILYNINJA DELIVERY SERVICES PRIVATE LIMITED,MAHARASHTRA,Thane,Other information technology and computer service activities n.e.c,"Matrix Partners India Investments III, LLC",Mauritius,0.05,0.01,Received in the Company,
174,Dalmia Polypro Industries Private Limited,MAHARASHTRA,Mumbai,Wholesale of plastic materials in primary forms,Ocean Fund India Holdings Pte. Ltd,Singapore,22.50,3.09,Received in the Company,
175,"DATAWRKZ BUSINESS
SOLUTIONS PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other data processing,
hosting and related activities n.e.c.",Datawrkz Pte. Ltd,Singapore,0.55,0.08,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
176,Daumesnil Services Private Limited,MAHARASHTRA,Pune,"Renting and leasing of other machinery and equipment n.e.c. without
operator",SAS Visotec Strategies,France,0.01,0.00,Brownfield,
177,Daumesnil Services Private Limited,MAHARASHTRA,Pune,"Renting and leasing of other machinery and equipment n.e.c. without
operator",Visotec SAS,France,0.00,0.00,Brownfield,
178,DCSPLUS TRAVEL TECHNOLOGIES (INDIA) PRIVATE LIMITED,DELHI,South West Delhi,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding
web-page designing",Mr. Cristian Dorin Dinca,Romania,0.00,0.00,Received in the Company,
179,Deep Blue Appliances Private Limited,KARNATAKA,Bengaluru,"Manufacture of refrigerating or freezing equipment for industrial use, including assemblies of major components",AARINDINV 100 LLC,U.S.A,0.13,0.02,Received in the Company,
180,Delhivery Private Limited,DELHI,NEW DELHI,Other land transport services n.e.c,Steadview Capital Mauritius Limited,Mauritius,1.15,0.16,Received in the Company,
181,"DIABLO
TECHNOLOGIES PRIVATE LIMITED",DELHI,South Delhi,"Other information
technology and computer service activities n.e.c",DIABLO.AI INC.,U.S.A,0.00,0.00,"Received in
the Company",
182,DICELYTICS PRIVATE LIMITED,MAHARASHTRA,Pune,Other information technology and computer service activities n.e.c,DICE TECHNOLOGIES LLC,U.S.A,0.01,0.00,BrownField,
183,Dr. Reddy's Laboratories Limited,TELANGANA,Hyderabad,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine
products, basic vitamins;",Arun Prasad M. S.,Ukraine,0.18,0.02,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,,,,"opium derivatives; sulpha drugs; serums and
plasmas; salicylic acid, its",,,,,,
184,DREAMPLUG TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Coatue PE Asia 40 LLC,U.S.A,1.97,0.27,Received in the Company,
185,DREAMPLUG TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,GC DP Ventures Limited,U.S.A,0.52,0.07,Received in the Company,
186,DREAMPLUG TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Ribbit Capital Mauritius IV,Mauritius,1.09,0.15,Received in the Company,
187,DREAMPLUG TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,SCI Investments V,Mauritius,1.09,0.15,Received in the Company,
188,DREAMPLUG TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Internet Fund V Pte. Ltd.,Singapore,2.70,0.37,Received in the Company,
189,DREAMPLUG TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Sofina Ventures SA,Belgium,1.56,0.21,Received in the Company,
190,DTDC RETAIL LIMITED,KARNATAKA,Bengaluru,"Computer consultancy and
computer facilities management activities",DNJ HOLDING COMPANY LIMITED,HongKong,1.56,0.21,"Received in
the Company",
191,DTDC RETAIL LIMITED,KARNATAKA,Bengaluru,Computer consultancy and computer facilities management activities,DNJ Holding Company Limited,HongKong,0.06,0.01,Received in the Company,
192,DTDC RETAIL LIMITED,KARNATAKA,Bengaluru,Computer consultancy and computer facilities management activities,DNJ Holding Company Limited,HongKong,0.07,0.01,Received in the Company,
193,Easyplan Fintech Solutions Private,MAHARASHTRA,Mumbai,Other information technology and computer,"Easyplan Technologies, Inc.",U.S.A,0.01,0.00,Received in the,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,Limited,,,service activities n.e.c,,,,,Company,
194,Ebiquity India Private Limited,MAHARASHTRA,Mumbai,"Other professional, scientific and technical activities n.e.c.",FirmDecisions Group limited,United Kingdom,0.01,0.00,Received in the Company,
195,"EBOT AI IT
SOLUTIONS PRIVATE LIMITED",KARNATAKA,Bengaluru,"Providing software
support and maintenance to the clients",Enterprise Bot Private Limited,United Kingdom,0.00,0.00,"Received in
the Company",
196,"EBOT AI IT SOLUTIONS PRIVATE
LIMITED",KARNATAKA,Bengaluru,"Providing software support and maintenance
to the clients",ENTERPRISE BOT PRIVATE LIMITED,United Kingdom,0.01,0.00,"Received in the
Company",
197,ECCO SHOES INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Retail sale of footwear,ECCO Asia Pacific (Singapore) Pte. Ltd,Singapore,5.15,0.71,Received in the Company,
198,ECENTRIC DIGITAL PRIVATE LIMITED,TELANGANA,Hyderabad,Providing software support and maintenance to the clients,Quantela INC,U.S.A,0.02,0.00,Received in the Company,
199,ECOM EXPRESS PRIVATE LIMITED,DELHI,South West Delhi,Courier activities,PG ESMERALDA PTE. LTD,Singapore,40.24,5.53,Received in the Company,
200,ECOM EXPRESS PRIVATE LIMITED,DELHI,South West Delhi,Courier activities,PG ESMERALDA PTE. LTD,Singapore,40.24,5.53,Received in the Company,
201,ECOM EXPRESS PRIVATE LIMITED,DELHI,South West Delhi,Courier activities,PG ESMERALDA PTE. LTD,Singapore,40.24,5.53,Received in the Company,
202,ECOM EXPRESS PRIVATE LIMITED,DELHI,South West Delhi,Courier activities,PG ESMERALDA PTE. LTD,Singapore,23.11,3.17,"Received in
the Company",
203,ECOM EXPRESS PRIVATE LIMITED,DELHI,South West Delhi,Courier activities,PG ESMERALDA PTE. LTD,Singapore,40.24,5.53,"Received in the
Company",
204,ECOM EXPRESS,DELHI,South West,Courier activities,PG ESMERALDA PTE.,Singapore,23.11,3.17,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,PRIVATE LIMITED,,Delhi,,LTD,,,,the Company,
205,ECOM EXPRESS PRIVATE LIMITED,DELHI,South West Delhi,Courier activities,PG ESMERALDA PTE. LTD,Singapore,23.11,3.17,Received in the Company,
206,ECOM EXPRESS PRIVATE LIMITED,DELHI,South West Delhi,Courier activities,PG ESMERALDA PTE. LTD,Singapore,23.11,3.17,Received in the Company,
207,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,3.87,0.53,"Received in
the Company",
208,E-Hands Energy (India) Private Limited,TAMIL NADU,Chennai,Electric power generation using solar energy,KAZUYUKI SAGI,Japan,0.05,0.01,Received in the Company,
209,Ellicium Solutions Private Limited,MAHARASHTRA,Pune,Computer consultancy and computer facilities management activities,FTH Acquisition Corp VII,U.S.A,3.57,0.49,Received in the Company,
210,EMBERGATE GLOBAL SOFTWARE & CONSULTANCY PRIVATE LIMITED,TAMIL NADU,Chennai,Other information technology and computer service activities n.e.c,Steven John Upton,United Kingdom,0.00,0.00,Received in the Company,
211,"EMERGE
AUTOMATION INDIA PRIVATE LIMITED",MAHARASHTRA,Pune,"Other information
technology and computer service activities n.e.c","E-Merge Systems, Inc.",U.S.A,0.01,0.00,"Received in
the Company",
212,Enarka India Private Limited,KARNATAKA,Bengaluru,"Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters,
surge suppressors,","Ohmium International, Inc.",U.S.A,2.62,0.36,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,,,,junction,,,,,,
213,Enarka India Private Limited,KARNATAKA,Bengaluru,"Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors,
junction","Ohmium International, Inc.",U.S.A,11.86,1.63,Received in the Company,
214,Enarka India Private Limited,KARNATAKA,Bengaluru,"Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors,
junction","Ohmium International, Inc.",U.S.A,2.59,0.36,Received in the Company,
215,Enarka India Private Limited,KARNATAKA,Bengaluru,"Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors,
junction","Ohmium International, Inc.",U.S.A,2.06,0.28,Received in the Company,
216,ENTCO MUSIC PRIVATE LIMITED,MAHARASHTRA,Thane,Other creative arts and entertainment activities,Believe International,Luxembourg,0.44,0.06,Received in the Company,
217,ENTCO MUSIC PRIVATE LIMITED,MAHARASHTRA,Thane,Other creative arts and entertainment activities,Believe International,Luxembourg,0.44,0.06,Received in the,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,,,,,,,,,Company,
218,EPPENDORF INDIA PRIVATE LIMITED,TAMIL NADU,Tiruvallur,"Wholesale of scientific, medical and surgical machinery and equipment","Eppendorf AG, Germany",Germany,4.58,0.63,Received in the Company,
219,ESTEEM INDUSTRIES PRIVATE LIMITED,GOA,North Goa,Manufacture of basic chemicals,Harcros India LLC,U.S.A,4.03,0.55,"Received in
the Company",
220,"EVERSTAGE TECHNOLOGIES
PRIVATE LIMITED",TAMIL NADU,Chennai,"Other information technology and computer
service activities n.e.c",Everstage INC,U.S.A,0.00,0.00,"Received in the
Company",
221,EVO FOODTECH PRIVATE LIMITED,MAHARASHTRA,Thane,Other information technology and computer service activities n.e.c,Evo foods USA Inc.,U.S.A,0.00,0.00,Received in the Company,
222,Expedient Healthcare Marketing Private Limited,HARYANA,Gurgaon,Activities of independent diagnostic/pathological laboratories,BEENEXT ACCELERATE FUND PTE. LTD.,Singapore,4.62,0.63,Received in the Company,
223,Expedient Healthcare Marketing Private Limited,HARYANA,Gurgaon,Activities of independent diagnostic/pathological laboratories,BEENEXT ACCELERATE FUND PTE. LTD.,Singapore,7.46,1.03,Received in the Company,
224,Expedient Healthcare Marketing Private Limited,HARYANA,Gurgaon,Activities of independent diagnostic/pathological laboratories,ASUKA HOLDINGS INC.,Japan,2.07,0.28,Received in the Company,
225,Expedient Healthcare Marketing Private Limited,HARYANA,Gurgaon,Activities of independent diagnostic/pathological laboratories,ASUKA HOLDINGS INC.,Japan,0.86,0.12,Received in the Company,
226,FASICULUS INDIA PRIVATE LIMITED,HARYANA,Gurgaon,Other service activities related to printing n.e.c.,FASICULUS LLC,UAE,0.18,0.02,"Received in
the Company",
227,"FEYNMAN TECHNOLOGY
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other information technology and computer
service activities n.e.c",Tilt Mobility Inc,U.S.A,0.01,0.00,"Received in the
Company",
228,FIIND DATA SCIENCES,TAMIL NADU,Tiruchirappalli,Computer consultancy and,FIIND INC,U.S.A,0.03,0.00,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,PRIVATE LIMITED,,,computer facilities management activities,,,,,the Company,
229,FINCARE SMALL FINANCE BANK LIMITED,GUJARAT,Ahmedabad,"Other financial service activities, except insurance and pension funding
activities, n.e.c.",LeapFrog Rural Inclusion (India) Limited,Mauritius,1.72,0.24,Received in the Company,
230,FINCARE SMALL FINANCE BANK LIMITED,GUJARAT,Ahmedabad,"Other financial service activities, except insurance and pension funding
activities, n.e.c.",Indium IV (Mauritius) Holdings Limited,Mauritius,4.02,0.55,Received in the Company,
231,FINCARE SMALL FINANCE BANK LIMITED,GUJARAT,Ahmedabad,"Other financial service activities, except insurance and pension funding
activities, n.e.c.",Wagner Limited,Mauritius,6.22,0.85,Received in the Company,
232,FINCARE SMALL FINANCE BANK LIMITED,GUJARAT,Ahmedabad,"Other financial service activities, except insurance and pension funding
activities, n.e.c.",Omega TC Holdings Pte. Limited,Singapore,2.95,0.40,Received in the Company,
233,FINCARE SMALL FINANCE BANK LIMITED,GUJARAT,Ahmedabad,"Other financial service activities, except insurance and pension funding activities, n.e.c.",Silver Leaf Oak (Mauritius) Limited,Mauritius,0.46,0.06,Received in the Company,
234,FINOVA CAPITAL PRIVATE LIMITED,RAJASTHAN,Jaipur,Other credit granting,SCI Growth Investments III,Mauritius,0.55,0.07,"Received in the
Company",
235,FINOVA CAPITAL PRIVATE LIMITED,RAJASTHAN,Jaipur,Other credit granting,SCI Growth Investments III,Mauritius,0.62,0.08,"Received in
the Company",
236,FINTECH BLUE SOLUTIONS PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,"JV-HPC SPV 2
Singapore Pte Ltd",Singapore,0.05,0.01,Received in the Company,
237,FINTECH BLUE,MAHARASHTRA,Mumbai,Other information,Jungle Ventures III,Singapore,8.62,1.18,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,SOLUTIONS PRIVATE LIMITED,,,technology and computer service activities n.e.c,Investment Holding Pte Ltd,,,,the Company,
238,FINTECH BLUE SOLUTIONS PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,JV-HPC SPV Singapore Pte Ltd,Singapore,0.08,0.01,Received in the Company,
239,FINTECH BLUE SOLUTIONS PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Jungle Ventures III Investment Holding Pte Ltd,Singapore,0.88,0.12,Received in the Company,
240,"FLEETX
TECHNOLOGIES PRIVATE LIMITED",HARYANA,Gurgaon,"Providing software
support and maintenance to the clients",BEENEXT EMERGING ASIA PTE LTD,Singapore,0.48,0.07,"Received in
the Company",
241,FLEETX TECHNOLOGIES PRIVATE LIMITED,HARYANA,Gurgaon,Providing software support and maintenance to the clients,BEENEXT EMERGING ASIA PTE LTD,Singapore,0.24,0.03,Received in the Company,
242,FLIXSTOCK INDIA PRIVATE LIMITED,DELHI,West Delhi,Other specialized design activities n.e.c.,Flixstock Pte. Ltd.,Singapore,0.00,0.00,Received in the Company,
243,FLOWMEASURES PRIVATE LIMITED,TAMIL NADU,Chennai,"Manufacture of other pumps, compressors, taps and valves etc.",ARUN JOHN KADAKSHAM,U.S.A,0.00,0.00,Received in the Company,
244,FOUNTAIN9 PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer
service activities n.e.c",Fountain9 Inc.,U.S.A,0.01,0.00,"Received in the
Company",
245,FOUNTAIN9 PRIVATE LIMITED,MAHARASHTRA,Thane,Other information technology and computer service activities n.e.c,Fountain9 Inc.,U.S.A,0.02,0.00,Received in the Company,
246,FourQ Business Support Services India Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,FOURQ SYSTEMS INC.,U.S.A,0.00,0.00,Received in the Company,
247,Frello Technology Private Limited,TAMIL NADU,Kanchipuram,"Providing software
support and maintenance to the clients",NimbleBox INC,U.S.A,0.01,0.00,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
248,"FUREIN CONSTRUCTION ENGINEERING
PRIVATE LIMITED",KARNATAKA,Bengaluru,Other civil engineering projects n.e.c.,PENG ZHIGANG,China,0.00,0.00,Received in the Company,
249,Future Retail Destination Private Limited,HARYANA,Jhajjar,"Construction of buildings carried out on own- account basis or on a fee
or contract basis",ESR Delhi 3 Pte ltd,Singapore,4.16,0.57,GreenField,
250,"GALACTUS FUNWARE
TECHNOLOGY PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other professional,
scientific and technical activities n.e.c.",M-League Pte. Ltd.,Singapore,1.46,0.20,"Received in
the Company",
251,"GALACTUS FUNWARE TECHNOLOGY
PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other professional, scientific and technical
activities n.e.c.",M-League PTE LTD,Singapore,0.99,0.14,"Received in the
Company",
252,Gati Realtors Private Limited,MAHARASHTRA,Nagpur,"Construction of buildings carried out on own- account basis or on a fee
or contract basis",ESR Nagpur 1 Pte ltd,Singapore,5.61,0.77,GreenField,
253,GBIG BUSINESS SOLUTIONS PRIVATE LIMITED,DELHI,South Delhi,Other information technology and computer service activities n.e.c,STANDARD FINANCIAL LIMITED,U.S.A,0.00,0.00,Received in the Company,
254,GCI NETWORK PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,SWYCH INC,U.S.A,0.01,0.00,Received in the Company,
255,GCI NETWORK PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and computer
service activities n.e.c",SWYCH INC,U.S.A,0.00,0.00,"Received in the
Company",
256,Giovanni Food Company Private Limited,DELHI,South Delhi,Bars and Restaurants with bars,ANAA INTERNATIONAL LLC,U.S.A,0.01,0.00,Received in the Company,
257,GLENTECH INDUSTRIES PRIVATE,UTTAR PRADESH,GREATER NOIDA,Other non-specialised wholesale trade n.e.c.,Glentech Ventures Pte. Ltd.,Singapore,0.51,0.07,Received in the,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,Name of Foreign Collaborator,Country,Amount (In Rs Crore),Amount (In US$ Million),Inv Type,
,LIMITED,,,,,,,,Company,
